Ind	Gene	N	Df	Dist	LogP	Pval	BF	FDR	Y
Samp200	ENSG00000189077.10	762	14	33.6420890061398	-6.06372453316393	0.00232572250549879	1	1	outlier
Samp201	ENSG00000189077.10	762	16	65.18894158991	-16.4985897035209	6.83523629178102e-08	5.20845005433713e-05	0.00125746865597568	outlier
Samp202	ENSG00000189077.10	762	20	48.3823934679868	-7.88626138887247	0.000375872191390968	0.286414609839918	0.531912846845562	outlier
Samp205	ENSG00000189077.10	762	15	38.549968064661	-7.19827216828996	0.00074787689808232	0.569882196338728	0.852301691869425	outlier
Samp209	ENSG00000189077.10	762	16	39.8914447249088	-7.1215556557684	0.00080750956658916	0.61532228974094	0.893892266185262	outlier
Samp212	ENSG00000189077.10	762	24	63.7263432493367	-10.8881151125622	1.86789168267995e-05	0.0142333346220212	0.0587158040295778	outlier
Samp213	ENSG00000189077.10	762	19	60.3395409621589	-12.5860910817519	3.41924400754013e-06	0.00260546393374558	0.0176129361921201	outlier
Samp242	ENSG00000189077.10	762	19	58.9273034970905	-12.0728523327986	5.71250839135663e-06	0.00435293139421375	0.0265895929742936	outlier
Samp243	ENSG00000189077.10	762	19	43.3779780981824	-6.76751297234591	0.00115055255160262	0.8767210443212	1	outlier
Samp245	ENSG00000189077.10	762	17	38.4744724925507	-6.15913271387521	0.00211408599431988	1	1	outlier
Samp253	ENSG00000189077.10	762	18	48.9348266651274	-9.12240274229379	0.00010919200165061	0.0832043052577652	0.206787170420034	outlier
Samp262	ENSG00000189077.10	762	15	48.3503663371447	-10.7098275608474	2.23244613121585e-05	0.0170112395198648	0.0668581274152825	outlier
Samp270	ENSG00000189077.10	762	16	39.9545595651417	-7.1427543087791	0.000790571616643347	0.60241557188223	0.885288970853017	outlier
Samp273	ENSG00000189077.10	762	14	34.0586558515603	-6.20361337772085	0.00202211076953459	1	1	outlier
Samp281	ENSG00000189077.10	762	20	43.2827050683067	-6.27887510160416	0.00187550916528738	1	1	outlier
Samp284	ENSG00000189077.10	762	20	46.7691113125189	-7.36748860165144	0.000631452016993856	0.481166436949319	0.764737879414748	outlier
Samp286	ENSG00000189077.10	762	12	40.4693911192655	-9.71980286766921	6.00818434532593e-05	0.0457823647113836	0.132787879852166	outlier
Samp287	ENSG00000189077.10	762	21	50.3364178933608	-8.02412446842951	0.000327466607987918	0.249529555286794	0.486582632809248	outlier
Samp288	ENSG00000189077.10	762	14	43.3197035203358	-9.48286508197003	7.61454613403922e-05	0.0580228415413788	0.161456375498975	outlier
Samp295	ENSG00000189077.10	762	17	50.3456088471537	-10.1958387632428	3.7325315445965e-05	0.0284418903698253	0.0974326920101449	outlier
Samp296	ENSG00000189077.10	762	16	41.5379137831658	-7.67935594261535	0.000462272532963192	0.352251670117952	0.631065712896826	outlier
Samp303	ENSG00000189077.10	762	11	46.5838944517481	-12.8798850623722	2.54880722692482e-06	0.00194219110691672	0.0156300141461393	outlier
Samp304	ENSG00000189077.10	762	11	36.141117814162	-8.73827668358865	0.000160329949203436	0.122171421293018	0.270484325744805	outlier
Samp308	ENSG00000189077.10	762	15	34.9658780370714	-5.99680300494104	0.00248668941602466	1	1	outlier
Samp310	ENSG00000189077.10	762	16	39.7403546285825	-7.07086947915243	0.000849494170496027	0.647314557917973	0.916805288867949	outlier
Samp311	ENSG00000189077.10	762	12	60.3738885106777	-17.7635083254178	1.92932927871513e-08	1.47014891038093e-05	0.000414091943090628	outlier
Samp312	ENSG00000189077.10	762	13	45.342438142465	-10.9061103859489	1.83457909471989e-05	0.0139794927017655	0.0585752297503729	outlier
Samp313	ENSG00000189077.10	762	13	32.3666384117066	-6.15674527410162	0.00211913927711143	1	1	outlier
Samp316	ENSG00000189077.10	762	16	45.2782726566407	-8.98088955245342	0.000125790900113701	0.0958526658866399	0.229232554738332	outlier
Samp324	ENSG00000189077.10	762	12	52.459904305641	-14.4813990700662	5.13816792391044e-07	0.000391528395801975	0.00551402490754449	outlier
Samp330	ENSG00000189077.10	762	15	37.1101202762273	-6.70933703009024	0.00121947233012484	0.929237915555128	1	outlier
Samp331	ENSG00000189077.10	762	19	59.8292220591618	-12.4001317994441	4.11804591560433e-06	0.0031379509876905	0.0206615733864816	outlier
Samp333	ENSG00000189077.10	762	18	42.4266011883075	-6.94464528122901	0.000963782143388898	0.73440199326234	0.998235417115299	outlier
Samp334	ENSG00000189077.10	762	15	54.6229736508567	-13.0898970241885	2.06599827092054e-06	0.00157429068244145	0.014002901333295	outlier
Samp335	ENSG00000189077.10	762	16	39.3372881054974	-6.93607842269849	0.000972074196374498	0.740720537637368	1	outlier
Samp342	ENSG00000189077.10	762	15	54.173851062466	-12.9166815282644	2.45672467457438e-06	0.00187202420202568	0.0153083269423713	outlier
Samp345	ENSG00000189077.10	762	17	38.6444394350628	-6.21332734308772	0.00200256315170369	1	1	outlier
Samp351	ENSG00000189077.10	762	16	40.2385183386108	-7.23831346450474	0.000718522552589151	0.547514185072933	0.823708284367884	outlier
Samp357	ENSG00000189077.10	762	13	50.1729768588798	-12.7914545566532	2.78446568755165e-06	0.00212176285391436	0.0159373465989277	outlier
Samp367	ENSG00000189077.10	762	13	35.9267877210273	-7.40357749448932	0.000609069914633795	0.464111274950952	0.744634229114343	outlier
Samp370	ENSG00000189077.10	762	15	42.2474137625736	-8.48826675913941	0.00020586977296744	0.156872767001189	0.331393720290012	outlier
Samp374	ENSG00000189077.10	762	16	41.0656345291642	-7.51835127341984	0.0005430271314613	0.41378667417351	0.696715706519048	outlier
Samp383	ENSG00000189077.10	762	15	36.8471396473167	-6.62091696573169	0.00133220879555115	1	1	outlier
Samp416	ENSG00000189077.10	762	14	33.4632907611709	-6.00391675325598	0.00246906250442268	1	1	outlier
Samp417	ENSG00000189077.10	762	12	38.2034947877047	-8.85807791193939	0.000142228176686059	0.108377870634777	0.250902193661333	outlier
Samp420	ENSG00000189077.10	762	13	41.0098221378458	-9.2623003825868	9.49366830683669e-05	0.0723417524980956	0.188110031168133	outlier
Samp423	ENSG00000189077.10	762	18	45.8935397288132	-8.08713943157925	0.000307468033696725	0.234290641676904	0.464005294258557	outlier
Samp436	ENSG00000189077.10	762	13	51.5744892646489	-13.3474765156679	1.59685176226269e-06	0.00121680104284417	0.0120964338965097	outlier
Samp439	ENSG00000189077.10	762	20	42.252225466579	-5.96632410245511	0.00256364782665776	1	1	outlier
Samp442	ENSG00000189077.10	762	16	56.3246225400471	-13.0497192110081	2.15069564787236e-06	0.00163883008367874	0.0140828280072055	outlier
Samp443	ENSG00000189077.10	762	14	36.4422614111994	-7.01807798454364	0.000895545091279446	0.682405359554938	0.947889088477681	outlier
Samp446	ENSG00000189077.10	762	18	52.1967188881093	-10.2630489047715	3.48991213681166e-05	0.0265931304825048	0.0930495347227537	outlier
Samp450	ENSG00000189077.10	762	17	66.3200021224469	-16.2031258222218	9.18484572143351e-08	6.99885243973233e-05	0.00154279051606274	outlier
Samp454	ENSG00000189077.10	762	15	50.4530915039639	-11.49786626851	1.01517315749451e-05	0.00773561946010817	0.0381331720433442	outlier
Samp456	ENSG00000189077.10	762	16	48.8478565119846	-10.2623471130564	3.49236218784763e-05	0.026611799871399	0.0930495347227537	outlier
Samp461	ENSG00000189077.10	762	13	42.3586738413289	-9.76874105613729	5.72123338464006e-05	0.0435957983909573	0.129257718036347	outlier
Samp463	ENSG00000189077.10	762	14	45.3138449228868	-10.2243968809854	3.62744514611668e-05	0.0276411320134091	0.0953337002095131	outlier
Samp464	ENSG00000189077.10	762	16	39.5229124782622	-6.99807646027857	0.000913637694802638	0.69619192343961	0.961769223934284	outlier
Samp468	ENSG00000189077.10	762	16	45.404806259706	-9.02569137443583	0.000120279618160694	0.091653069038449	0.22233543541863	outlier
Samp470	ENSG00000189077.10	762	13	32.281651798143	-6.12762131397113	0.00218176452603017	1	1	outlier
Samp477	ENSG00000189077.10	762	15	34.7437795589389	-5.92413337668733	0.00267412413962814	1	1	outlier
Samp481	ENSG00000189077.10	762	18	39.7674329392973	-6.09911087968894	0.00224486278552566	1	1	outlier
Samp488	ENSG00000189077.10	762	16	45.0683500941299	-8.90666825880322	0.000135482475406346	0.103237646259636	0.240098562631355	outlier
Samp489	ENSG00000189077.10	762	13	31.9912463869143	-6.02834393949087	0.00240948092260149	1	1	outlier
Samp492	ENSG00000189077.10	762	17	37.7880279896756	-5.94152403350554	0.00262802140476409	1	1	outlier
Samp493	ENSG00000189077.10	762	14	36.6460572446587	-7.08876679884138	0.000834425746173274	0.635832418584034	0.916779534514749	outlier
Samp496	ENSG00000189077.10	762	16	44.8590304873757	-8.83279295081102	0.000145870261553187	0.111153139303528	0.256157461940404	outlier
Samp500	ENSG00000189077.10	762	14	38.3405414624423	-7.68250482836841	0.000460819178993808	0.351144214393282	0.631065712896826	outlier
Samp510	ENSG00000189077.10	762	15	39.4573923414963	-7.51043503738269	0.000547342922279888	0.417075306777275	0.696715706519048	outlier
Samp513	ENSG00000189077.10	762	13	44.6340890103834	-10.63407522523	2.40812934267683e-05	0.0183499455911975	0.0710184917155505	outlier
Samp519	ENSG00000189077.10	762	16	45.9041497277426	-9.20295846200724	0.000100740922343348	0.0767645828256314	0.193630067127339	outlier
Samp531	ENSG00000189077.10	762	15	39.0999998839733	-7.38712836533303	0.000619171437183066	0.471808635133496	0.754596145150418	outlier
Samp539	ENSG00000189077.10	762	18	51.6229373952066	-10.0602878981424	4.2743736063726e-05	0.0325707268805592	0.105408298034841	outlier
Samp545	ENSG00000189077.10	762	15	42.3279210908675	-8.51686456817788	0.000200065735448178	0.152450090411511	0.323398308948269	outlier
Samp546	ENSG00000189077.10	762	17	55.1698467051035	-11.9537501391555	6.43505519812659e-06	0.00490351206097246	0.0289079141268958	outlier
Samp555	ENSG00000189077.10	762	15	41.8535560885092	-8.34865880656798	0.000236713784596602	0.180375903862611	0.374797472370261	outlier
Samp557	ENSG00000189077.10	762	13	51.433158274153	-13.2912362040895	1.68923261842418e-06	0.00128719525523923	0.0123133583850243	outlier
Samp560	ENSG00000189077.10	762	21	53.9759318894778	-9.21497503394206	9.95376061506941e-05	0.0758476558868289	0.19324000771167	outlier
Samp572	ENSG00000189077.10	762	17	61.1739938986962	-14.2132772947384	6.7181871998784e-07	0.000511925864630734	0.00701476792885898	outlier
Samp574	ENSG00000189077.10	762	14	42.4536714244114	-9.1642609919473	0.000104715753105292	0.0797934038662322	0.200273543367226	outlier
Samp576	ENSG00000189077.10	762	16	41.2363317053107	-7.57645232122947	0.000512375746997337	0.390430319211971	0.668743823785369	outlier
Samp578	ENSG00000189077.10	762	16	41.4689296045886	-7.65578937384732	0.000473296093968125	0.360651623603712	0.63933696911567	outlier
Samp581	ENSG00000189077.10	762	19	45.6342673610181	-7.49069838607307	0.000558252948221463	0.425388746544755	0.700234073046073	outlier
Samp585	ENSG00000189077.10	762	17	52.0704214706126	-10.817825425439	2.00390953408437e-05	0.0152697906497229	0.0624337408016895	outlier
Samp593	ENSG00000189077.10	762	12	47.8815423380116	-12.6284086488828	3.27756873784625e-06	0.00249750737823884	0.0174269064129848	outlier
Samp594	ENSG00000189077.10	762	16	49.3994652617333	-10.463457974727	2.85612979605659e-05	0.0217637090459512	0.0805416093890312	outlier
Samp599	ENSG00000189077.10	762	15	37.8484695895714	-6.9590579982577	0.000949991046398585	0.723893177355722	0.986596346557395	outlier
Samp604	ENSG00000189077.10	762	17	40.5477196185285	-6.82835492889553	0.00108263766940392	0.824969904085785	1	outlier
Samp607	ENSG00000189077.10	762	15	53.8153147537722	-12.7786932735682	2.82022673555238e-06	0.00214901277249091	0.0159373465989277	outlier
Samp613	ENSG00000189077.10	762	16	62.0534291393341	-15.2632091430227	2.35110753338504e-07	0.00017915439404394	0.00314272020633117	outlier
Samp615	ENSG00000189077.10	762	14	44.785492057985	-10.0268868299249	4.41955333275507e-05	0.0336769963955936	0.107616519701217	outlier
Samp619	ENSG00000189077.10	762	13	37.403425997763	-7.93479812998743	0.000358064245848274	0.272844955336385	0.512342193909434	outlier
Samp620	ENSG00000189077.10	762	19	52.8867307488897	-9.9301007483765	4.86868907263342e-05	0.0370994107334667	0.116107415073257	outlier
Samp621	ENSG00000189077.10	762	16	36.2684851805005	-5.93129448923955	0.00265504283889986	1	1	outlier
Samp622	ENSG00000189077.10	762	17	55.0624415862534	-11.9140157460983	6.69589607003999e-06	0.00510227280537047	0.029065756318234	outlier
Samp627	ENSG00000189077.10	762	18	46.5232521891172	-8.29909546303788	0.000248741721461075	0.189541191753339	0.390639773247735	outlier
Samp632	ENSG00000189077.10	762	13	41.2896742970802	-9.36695496386364	8.55033532182553e-05	0.0651535551523105	0.175706662033093	outlier
Samp639	ENSG00000189077.10	762	19	61.7776102515679	-13.1130643751021	2.01868474470535e-06	0.00153823777546547	0.0139265455743035	outlier
Samp641	ENSG00000189077.10	762	22	50.2349462138766	-7.5146085350975	0.000545063348052265	0.415338271215826	0.696715706519048	outlier
Samp646	ENSG00000189077.10	762	17	41.8461391489481	-7.25610781488794	0.000705849994879855	0.537857696098449	0.81401149827437	outlier
Samp647	ENSG00000189077.10	762	18	51.774485081785	-10.1137564837206	4.05183141949263e-05	0.0308749554165338	0.100990983201178	outlier
Samp656	ENSG00000189077.10	762	13	33.2787942402826	-6.47129795406229	0.00154721621350776	1	1	outlier
Samp682	ENSG00000189077.10	762	15	52.1432891560125	-12.1386924598032	5.34851043170873e-06	0.00407556494896205	0.0255100176435032	outlier
Samp688	ENSG00000189077.10	762	14	49.672120307894	-11.8798763746131	6.9284365615211e-06	0.00527946865987908	0.0297410067839855	outlier
Samp695	ENSG00000189077.10	762	16	46.7668396997238	-9.51092511468007	7.40385159259358e-05	0.0564173491355631	0.158631593579234	outlier
Samp705	ENSG00000189077.10	762	17	46.340099591106	-8.78256217981247	0.00015338458242097	0.116879051804779	0.263367463400102	outlier
Samp706	ENSG00000189077.10	762	17	84.8780561232501	-23.6890614411786	5.15194638317719e-11	3.92578314398102e-08	4.94483571143304e-06	outlier
Samp711	ENSG00000189077.10	762	14	36.1968876246891	-6.93317974664681	0.000974896012357374	0.742870761416319	1	outlier
Samp713	ENSG00000189077.10	762	17	41.335796759268	-7.08721922829605	0.000835718078610202	0.636817175900974	0.916779534514749	outlier
Samp714	ENSG00000189077.10	762	18	50.9219317869757	-9.8137657029493	5.46934990499521e-05	0.0416764462760635	0.126524599076618	outlier
Samp716	ENSG00000189077.10	762	18	45.7922915418115	-8.05318188573455	0.000318088190271506	0.242383200986888	0.474883667606594	outlier
Samp718	ENSG00000189077.10	762	20	42.3682328696632	-6.00128738136251	0.00247556313051157	1	1	outlier
Samp722	ENSG00000189077.10	762	15	42.0182761125505	-8.40698545200852	0.000223301997898522	0.170156122398673	0.356484107669948	outlier
Samp723	ENSG00000189077.10	762	20	48.6209065059508	-7.96371213235878	0.000347859417552571	0.265068876175059	0.502919394868693	outlier
Samp725	ENSG00000189077.10	762	13	32.4726261196992	-6.1931104867796	0.00204346070015443	1	1	outlier
Samp727	ENSG00000189077.10	762	18	65.7283953974009	-15.262474647379	2.35283504597394e-07	0.000179286030503215	0.00314272020633117	outlier
Samp729	ENSG00000189077.10	762	18	39.785168707812	-6.10465400219955	0.00223245366050985	1	1	outlier
Samp730	ENSG00000189077.10	762	17	58.0535318044834	-13.0298719339739	2.19380751157377e-06	0.00167168132381921	0.0141257071862723	outlier
Samp734	ENSG00000189077.10	762	15	44.4651660252434	-9.28334707603395	9.29594597949016e-05	0.070835108363715	0.187048958022935	outlier
Samp746	ENSG00000189077.10	762	9	27.7505151190317	-6.85911738543679	0.00104984012801693	0.799978177548899	1	outlier
Samp753	ENSG00000189077.10	762	14	33.4805846501509	-6.00969530547191	0.00245483604158276	1	1	outlier
Samp759	ENSG00000189077.10	762	17	52.7402164947295	-11.0613729565985	1.57074889430363e-05	0.0119691065745936	0.0523132502872325	outlier
Samp760	ENSG00000189077.10	762	16	48.8050824615709	-10.2467851202555	3.54713538775464e-05	0.0270291716546903	0.0938615755406027	outlier
Samp3	ENSG00000121454.5	762	18	26.0753016574612	-2.32229220684055	0.0980485801971793	1	NA	control
Samp5	ENSG00000121454.5	762	16	36.1262099347634	-5.88568437934705	0.00277894372269269	1	NA	control
Samp6	ENSG00000121454.5	762	18	38.955457770949	-5.8467928474648	0.00288915026089354	1	NA	control
Samp7	ENSG00000121454.5	762	14	17.1657751882917	-1.39654152455168	0.247451289968269	1	NA	control
Samp8	ENSG00000121454.5	762	13	6.96744022882431	-0.101123190561184	0.903821683726994	1	NA	control
Samp9	ENSG00000121454.5	762	16	16.2642603807825	-0.833157947456895	0.434674437579332	1	NA	control
Samp10	ENSG00000121454.5	762	18	14.3822014352214	-0.351179008070208	0.703857746360901	1	NA	control
Samp12	ENSG00000121454.5	762	13	12.8186931971004	-0.772380981387075	0.4619119541999	1	NA	control
Samp13	ENSG00000121454.5	762	16	34.5178698112429	-5.37656376905382	0.00462368270534006	1	NA	control
Samp14	ENSG00000121454.5	762	18	18.8897202563837	-0.919686826549454	0.398643866212657	1	NA	control
Samp15	ENSG00000121454.5	762	11	21.1720453997407	-3.45359248057824	0.0316317954041149	1	NA	control
Samp16	ENSG00000121454.5	762	17	34.3528869366236	-4.88519280127341	0.00755766649384043	1	NA	control
Samp18	ENSG00000121454.5	762	13	28.1487691983673	-4.75284683229617	0.00862710030318821	1	NA	control
Samp19	ENSG00000121454.5	762	13	23.1518514568384	-3.22163784788314	0.0398896715144497	1	NA	control
Samp20	ENSG00000121454.5	762	17	36.3436831199021	-5.49052624878017	0.00412567247277175	1	NA	control
Samp21	ENSG00000121454.5	762	12	21.8754063055874	-3.24572894641009	0.0389401687128994	1	NA	control
Samp22	ENSG00000121454.5	762	16	15.4361957223385	-0.707342341420011	0.492952557697959	1	NA	control
Samp23	ENSG00000121454.5	762	14	14.8906947126801	-0.952780219016245	0.385667292002659	1	NA	control
Samp24	ENSG00000121454.5	762	15	17.4437421647926	-1.22745801039106	0.293036527531891	1	NA	control
Samp25	ENSG00000121454.5	762	10	14.7958349150844	-1.96836871394198	0.139684535895143	1	NA	control
Samp27	ENSG00000121454.5	762	8	9.42279306204996	-1.1780008508775	0.307893649065832	1	NA	control
Samp28	ENSG00000121454.5	762	19	27.6070097490692	-2.39372359110103	0.0912891268430883	1	NA	control
Samp29	ENSG00000121454.5	762	14	29.7805598222185	-4.80597453694493	0.00818072470993756	1	NA	control
Samp30	ENSG00000121454.5	762	12	12.8886924273525	-0.975025630273197	0.377182686143977	1	NA	control
Samp31	ENSG00000121454.5	762	14	6.88357748240212	-0.0628262199690931	0.939106657493643	1	NA	control
Samp32	ENSG00000121454.5	762	15	23.1011671484048	-2.50084828569681	0.0820153966190098	1	NA	control
Samp33	ENSG00000121454.5	762	13	21.2224735366083	-2.67883156438012	0.0686433126066789	1	NA	control
Samp34	ENSG00000121454.5	762	18	28.7843406163834	-2.97437641668397	0.0510792762594432	1	NA	control
Samp35	ENSG00000121454.5	762	11	16.0736827257151	-1.97748148398172	0.138417405145793	1	NA	control
Samp37	ENSG00000121454.5	762	16	12.969931555438	-0.393109238543272	0.674955012456512	1	NA	control
Samp38	ENSG00000121454.5	762	11	23.9766246665708	-4.35580440784478	0.0128321131789085	1	NA	control
Samp40	ENSG00000121454.5	762	16	29.3462808695229	-3.83030244398114	0.0217030506800832	1	NA	control
Samp42	ENSG00000121454.5	762	17	33.5625701927744	-4.65048804738662	0.00955693655426432	1	NA	control
Samp43	ENSG00000121454.5	762	12	14.9724247500861	-1.41490812511389	0.24294793323711	1	NA	control
Samp44	ENSG00000121454.5	762	18	34.8207327396318	-4.60962511594834	0.00995554978520903	1	NA	control
Samp45	ENSG00000121454.5	762	19	36.1272344917333	-4.58712413472804	0.0101820986515743	1	NA	control
Samp46	ENSG00000121454.5	762	15	25.8862520263419	-3.23817566153539	0.0392354085117404	1	NA	control
Samp47	ENSG00000121454.5	762	16	15.3679034880273	-0.697404987172088	0.497875622497605	1	NA	control
Samp48	ENSG00000121454.5	762	15	20.5376250469719	-1.88213910066711	0.152264049018287	1	NA	control
Samp49	ENSG00000121454.5	762	12	26.2900332739752	-4.62908160518035	0.00976372193765017	1	NA	control
Samp51	ENSG00000121454.5	762	18	26.664658435769	-2.45919626825727	0.0855036453515831	1	NA	control
Samp52	ENSG00000121454.5	762	15	17.7091481068923	-1.27918106989477	0.278265086826742	1	NA	control
Samp54	ENSG00000121454.5	762	13	27.8049907915207	-4.64249201762394	0.00963366043783302	1	NA	control
Samp55	ENSG00000121454.5	762	15	13.7469602327825	-0.607335793840031	0.544800397871292	1	NA	control
Samp56	ENSG00000121454.5	762	18	31.0860403968623	-3.57075989200629	0.0281344663991992	1	NA	control
Samp58	ENSG00000121454.5	762	14	17.8855824162538	-1.55097186584696	0.212041797474	1	NA	control
Samp59	ENSG00000121454.5	762	17	24.2439198983829	-2.18074295358336	0.112957577220801	1	NA	control
Samp60	ENSG00000121454.5	762	12	22.2869253885047	-3.36891136523819	0.0344270954835483	1	NA	control
Samp61	ENSG00000121454.5	762	12	8.22645695006404	-0.265017453894021	0.767192559361372	1	NA	control
Samp63	ENSG00000121454.5	762	15	22.994852735897	-2.47397607233223	0.0842492112061112	1	NA	control
Samp64	ENSG00000121454.5	762	16	32.7032993529432	-4.81731663635404	0.00808846233065301	1	NA	control
Samp65	ENSG00000121454.5	762	15	33.5672997232974	-5.54295902282204	0.00391492532881047	1	NA	control
Samp66	ENSG00000121454.5	762	17	17.1615333585675	-0.813113528918456	0.443475141773959	1	NA	control
Samp67	ENSG00000121454.5	762	12	13.5688329482017	-1.11144101813254	0.329084402642312	1	NA	control
Samp68	ENSG00000121454.5	762	15	31.7549748519365	-4.96887194857566	0.00695098468201563	1	NA	control
Samp69	ENSG00000121454.5	762	14	25.6782668899511	-3.5602112124358	0.0284328187150384	1	NA	control
Samp70	ENSG00000121454.5	762	14	16.4948650624799	-1.25844237368786	0.284096197754382	1	NA	control
Samp71	ENSG00000121454.5	762	15	12.4055800616177	-0.433700121529394	0.648106579556959	1	NA	control
Samp73	ENSG00000121454.5	762	17	36.1526602975888	-5.43160231299129	0.00437607833491334	1	NA	control
Samp74	ENSG00000121454.5	762	16	16.782581803631	-0.916792790068031	0.3997992271265	1	NA	control
Samp76	ENSG00000121454.5	762	15	17.7157915439623	-1.28048712122726	0.277901895564149	1	NA	control
Samp77	ENSG00000121454.5	762	12	11.0587035370574	-0.646464763181234	0.523894598297555	1	NA	control
Samp78	ENSG00000121454.5	762	8	21.3593453372733	-5.07490134920512	0.00625170314469339	1	NA	control
Samp79	ENSG00000121454.5	762	17	30.1869531724222	-3.6877642079441	0.0250278967072023	1	NA	control
Samp80	ENSG00000121454.5	762	20	25.5838850447035	-1.7148053641816	0.179998751508188	1	NA	control
Samp81	ENSG00000121454.5	762	18	26.1047911977731	-2.32907370395368	0.0973859135093376	1	NA	control
Samp82	ENSG00000121454.5	762	19	23.5851246654369	-1.54857518406236	0.212550603667297	1	NA	control
Samp83	ENSG00000121454.5	762	13	17.0769877693926	-1.63061812799115	0.195808501995738	1	NA	control
Samp84	ENSG00000121454.5	762	18	24.3906569259262	-1.94742256999026	0.142641246028174	1	NA	control
Samp85	ENSG00000121454.5	762	12	18.0690406120615	-2.174981680048	0.11361023498575	1	NA	control
Samp86	ENSG00000121454.5	762	17	20.4834059561247	-1.38528237849702	0.250253123712515	1	NA	control
Samp87	ENSG00000121454.5	762	14	11.4729133567806	-0.433015290315498	0.648550575186251	1	NA	control
Samp88	ENSG00000121454.5	762	11	16.1134733854989	-1.98799167294066	0.136970230424106	1	NA	control
Samp91	ENSG00000121454.5	762	12	10.9294939918881	-0.625543561184653	0.53497056024232	1	NA	control
Samp95	ENSG00000121454.5	762	14	31.2844137265086	-5.28700358630494	0.00505689011551364	1	NA	control
Samp96	ENSG00000121454.5	762	14	28.0320717500338	-4.26235314795812	0.0140891096121825	1	NA	control
Samp97	ENSG00000121454.5	762	17	26.2906510840968	-2.66894291855596	0.0693254692572677	1	NA	control
Samp98	ENSG00000121454.5	762	15	17.1488125101832	-1.17103294384299	0.310046515164012	1	NA	control
Samp99	ENSG00000121454.5	762	10	8.25736737140068	-0.504655571633647	0.603713475667784	1	NA	control
Samp100	ENSG00000121454.5	762	17	17.7824820150159	-0.909597799852232	0.402686151897545	1	NA	control
Samp105	ENSG00000121454.5	762	11	6.1505319362292	-0.147185624450045	0.863133743818631	1	NA	control
Samp108	ENSG00000121454.5	762	11	14.5525244774155	-1.59006486140576	0.203912385261314	1	NA	control
Samp110	ENSG00000121454.5	762	16	26.3452194758778	-3.00861154883425	0.0493601653834621	1	NA	control
Samp113	ENSG00000121454.5	762	13	20.1269284222959	-2.38498671745291	0.0920902027636123	1	NA	control
Samp114	ENSG00000121454.5	762	17	33.1957636034956	-4.54269458527477	0.0106446848632925	1	NA	control
Samp115	ENSG00000121454.5	762	14	22.1480224606979	-2.58198637577464	0.0756236377682911	1	NA	control
Samp116	ENSG00000121454.5	762	14	30.4277191179538	-5.0115198258302	0.00666077239565954	1	NA	control
Samp117	ENSG00000121454.5	762	11	20.352411600675	-3.20065538745286	0.0407354976937657	1	NA	control
Samp118	ENSG00000121454.5	762	13	9.13304748246649	-0.270730005542878	0.762822426430736	1	NA	control
Samp119	ENSG00000121454.5	762	15	24.8781179265706	-2.96414786723411	0.0516044243355091	1	NA	control
Samp120	ENSG00000121454.5	762	15	23.4601495569175	-2.59231311082759	0.0748467109603397	1	NA	control
Samp122	ENSG00000121454.5	762	11	9.15886347438054	-0.498845690979435	0.607231187759527	1	NA	control
Samp123	ENSG00000121454.5	762	16	30.5896668951229	-4.18816094490486	0.015174165354428	1	NA	control
Samp125	ENSG00000121454.5	762	12	19.4331580250944	-2.54341449278834	0.0785975702567843	1	NA	control
Samp126	ENSG00000121454.5	762	14	20.2718635136214	-2.10537044127656	0.121800545961171	1	NA	control
Samp127	ENSG00000121454.5	762	16	30.3771618348453	-4.12632972401875	0.0161420158847238	1	NA	control
Samp129	ENSG00000121454.5	762	17	18.7493792373317	-1.06971642359941	0.343105800332364	1	NA	control
Samp130	ENSG00000121454.5	762	18	31.0461029441128	-3.56010824923791	0.0284357463996977	1	NA	control
Samp131	ENSG00000121454.5	762	10	21.7988063971003	-4.12502981928355	0.0161630126115237	1	NA	control
Samp132	ENSG00000121454.5	762	17	22.9574835081926	-1.89286270494993	0.150639953253901	1	NA	control
Samp133	ENSG00000121454.5	762	20	25.2474636597918	-1.64959739676796	0.19212724410139	1	NA	control
Samp134	ENSG00000121454.5	762	15	21.9614715575458	-2.21807710954895	0.108818153163484	1	NA	control
Samp135	ENSG00000121454.5	762	17	32.2395784158916	-4.26521794992974	0.0140488048633146	1	NA	control
Samp136	ENSG00000121454.5	762	17	19.270140769419	-1.16075844114396	0.313248510205965	1	NA	control
Samp137	ENSG00000121454.5	762	16	19.4818497135573	-1.40866596670827	0.244469195761918	1	NA	control
Samp138	ENSG00000121454.5	762	16	30.7586439710131	-4.23751931690556	0.014443376879946	1	NA	control
Samp139	ENSG00000121454.5	762	9	6.90880904416366	-0.436006933062231	0.646613242910047	1	NA	control
Samp140	ENSG00000121454.5	762	9	12.0929985585727	-1.56965421391654	0.208117133925019	1	NA	control
Samp141	ENSG00000121454.5	762	18	26.2156116262574	-2.35462355397934	0.0949292355421441	1	NA	control
Samp142	ENSG00000121454.5	762	15	15.10964694485	-0.812948468155077	0.443548348160985	1	NA	control
Samp144	ENSG00000121454.5	762	16	35.8750176630372	-5.80538034879512	0.00301130918742335	1	NA	control
Samp146	ENSG00000121454.5	762	15	20.6115096257929	-1.899071213079	0.14970760113226	1	NA	control
Samp147	ENSG00000121454.5	762	12	16.2085120568937	-1.70445537569071	0.181871410798797	1	NA	control
